413,,Nashville Warbler,Leiothlypis ruficapilla,regular,,
414,,Connecticut Warbler,Oporornis agilis,regular,,
415,,MacGillivray's Warbler,Geothlypis tolmiei,accidental,1 record,Review
416,,Mourning Warbler,Geothlypis philadelphia,regular,,
417,,Kentucky Warbler,Geothlypis formosa,rare,,
418,,Common Yellowthroat,Geothlypis trichas,regular,,
419,,Hooded Warbler,Setophaga citrina,regular,,
420,,American Redstart,Setophaga ruticilla,regular,,
421,,Kirtland's Warbler,Setophaga kirtlandii,rare,,
422,,Cape May Warbler,Setophaga tigrina,regular,,
423,,Cerulean Warbler,Setophaga cerulea,regular,,
424,,Northern Parula,Setophaga americana,regular,,
425,,Magnolia Warbler,Setophaga magnolia,regular,,
426,,Bay-breasted Warbler,Setophaga castanea,regular,,
427,,Blackburnian Warbler,Setophaga fusca,regular,,
428,,Yellow Warbler,Setophaga petechia,regular,,
429,,Chestnut-sided Warbler,Setophaga pensylvanica,regular,,
430,,Blackpoll Warbler,Setophaga striata,regular,,
431,,Black-throated Blue Warbler,Setophaga caerulescens,regular,,
432,,Palm Warbler,Setophaga palmarum,regular,,
433,,Pine Warbler,Setophaga pinus,regular,,
434,,Yellow-rumped Warbler,Setophaga coronata,regular,,
435,,Yellow-throated Warbler,Setophaga dominica,rare,,
436,,Prairie Warbler,Setophaga discolor,rare,,
437,,Black-throated Gray Warbler,Setophaga nigrescens,accidental,13 records,Review
438,,Townsend's Warbler,Setophaga townsendi,accidental,7 records,Review
439,,Hermit Warbler,Setophaga occidentalis,accidental,1 record,Review
440,,Black-throated Green Warbler,Setophaga virens,regular,,
441,,Canada Warbler,Cardellina canadensis,regular,,
442,,Wilson's Warbler,Cardellina pusilla,regular,,
443,,Painted Redstart,Myioborus pictus,accidental,3 records,Review
,,,,,,
,"Cardinals, Piranga Tanagers and Allies","Cardinals, Piranga Tanagers and Allies",,,,
444,,Summer Tanager,Piranga rubra,rare,,
445,,Scarlet Tanager,Piranga olivacea,regular,,
446,,Western Tanager,Piranga ludoviciana,rare,,
447,,Flame-colored Tanager,Piranga bidentata,accidental,1 record,Review
448,,Northern Cardinal,Cardinalis cardinalis,regular,,
449,,Pyrrhuloxia,Cardinalis sinuatus,accidental,1 record,Review
450,,Rose-breasted Grosbeak,Pheucticus ludovicianus,regular,,
451,,Black-headed Grosbeak,Pheucticus melanocephalus,casual,,
452,,Blue Grosbeak,Passerina caerulea,rare,,
453,,Lazuli Bunting,Passerina amoena,accidental,11 records,Review
454,,Indigo Bunting,Passerina cyanea,regular,,
455,,Varied Bunting,Passerina versicolor,accidental,1 record,Pending RC Acceptance
456,,Painted Bunting,Passerina ciris,casual,,Review
457,,Dickcissel,Spiza americana,regular,,
,,,,,,
,Hypothetical Species,Hypothetical Species,,,,
,,Clark's Grebe,Aechmophorus clarkii,,,
,,Spotted Redshank,Tringa erythropus,,,
,,Long-billed Murrelet,Brachyramphus perdix,,,
,,Gull-billed Tern,Gelochelidon nilotica,,,
,,Roseate Tern,Sterna dougallii,,,
,,Plumbeous Vireo,Vireo plumbeus,,,
,,Yellow-browed Warbler,Phylloscopus inornatus,,,
,,Northern Wheatear,Oenanthe oenanthe,,,
,,Virginia's Warbler,Leiothlypis virginiae,,,
